#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
33114	4383860	43740578	GU280_gp01_nsp12	nsp12	ORF1ab|ORF1ab-nsp12|SARS-CoV2 nsp12|SARS-CoV-2 nsp12|RNA-directed RNA polymerase|R1AB_SARS2|PRO_0000449629	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Peng Q (2021)	33521757	227499	10347	Favipiravir	AM20080851|EX-A2285|Z1255381648|FAVIPIRAVIR|BCPP000056|T 705,CAS;259793-96-9|FAVIPIRAVIR [USAN:INN:JAN]|6-FLUORO-3,4-DIHYDRO-3-OXO-2-PYRAZINECARBOXAMIDE; 6-FLUORO-3,4-DIHYDRO-3-OXO-PYRAZINECARBOXAMIDE; 6-FLUORO-3-HYDROXY-2-PYRAZINECARBOXAMIDE; FAVIPIRAVIR; T 705; T 705 (PHARMACEUTICAL)|SY110833|AVIPIRAVIR|AKOS005166863|FAVIPIRA|FT-0701282|6-FLUORO-3,4-DIHYDRO-3-OXO-2-PYRAZINECARBOXAMIDE|A25520|6-FLUORO-3-HYDROXY-PYRAZINE-2-CARBOXAMIDE|ZCGNOVWYSGBHAU-UHFFFAOYSA-N|AVIGAN (TN)|J-518718|EN300-1601539|6-FLUORO-3-OXO-3,4-DIHYDROPYRAZINE-2-CARBOXAMIDE|FT-0686297|FAVIPIRAVIR [WHO-DD]|T-705|FAVIPIRAVIRUM|5-FLUORO-2-OXO-1H-PYRAZINE-3-CARBOXAMIDE|FAVIPIRAVIR [MI]|259793-96-9|EW5GL2X7E0|DTXSID60948878|FAVIPIRAVIR [INN]|D09537|6-FLUORO-3-HYDROXYPYRAZINE-2-CARBO XAMIDE|CS-0612|PB42412|6-FLUORO-3-HYDROXYPYRAZINE-2-CARBOXAMIDE|FAPILAVIR|HY-14768|AVIGAN|PYRAZINECARBOXAMIDE, 6-FLUORO-3,4-DIHYDRO-3-OXO-|DB12466|FAVILAVIR|Q16934561|6-FLUORO-3-HYDROXY-2-PYRAZINECARBOXAMIDE|A902150|T 705|AREPLIVIR|FAVIPIRAVIR [JAN]|NCGC00373041-03|T-705 CPD|AC-28900|T705|BCP02422|6-FLUORO-3,4-DIHYDRO-3-OXO-PYRAZINECARBOXAMIDE|GTPL11139|UNII-EW5GL2X7E0|CCG-266269|S7975|FAVIPIRAVIR (T-705)|AKOS015995178|PB25591|NCGC00373041-06|FAVIPIRAVIR; T-705|2-PYRAZINECARBOXAMIDE, 6-FLUORO-3-HYDROXY-|J05AX27|MFCD12032148|MS-20791|AVIFAVIR|FAVIPIRAVIR [USAN]|FAVIPIRAVIR (JAN/USAN/INN)	-	PUBCHEM	492405	C5H4FN3O2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral RNA-directed RNA polymerase inhibitor	ZCGNOVWYSGBHAU-UHFFFAOYSA-N
33115	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Hattori SI (2021)	33510133	239605	9939	GRL-1720	GRL-1720|INDOLE CHLOROPYRIDINYL-ESTER DERIVED, 2|Indole chloropyridinyl-ester derived, 2	-	PUBCHEM	156600307	C14H11ClN2O2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	-
33117	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Iqbal S (2023)	37627846	238898	9940	F1877-0839	F1877-0839|AKOS024616227|872595-28-3|1-(3-METHOXYPHENYL)-5-OXO-N-[5-[2-OXO-2-(1,3-THIAZOL-2-YLAMINO)ETHYL]SULFANYL-1,3,4-THIADIAZOL-2-YL]PYRROLIDINE-3-CARBOXAMIDE|1-(3-METHOXYPHENYL)-5-OXO-N-(5-((2-OXO-2-(THIAZOL-2-YLAMINO)ETHYL)THIO)-1,3,4-THIADIAZOL-2-YL)PYRROLIDINE-3-CARBOXAMIDE|1-(3-METHOXYPHENYL)-5-OXO-N-[5-({[(1,3-THIAZOL-2-YL)CARBAMOYL]METHYL}SULFANYL)-1,3,4-THIADIAZOL-2-YL]PYRROLIDINE-3-CARBOXAMIDE|1-(3-methoxyphenyl)-5-oxo-N-(5-((2-oxo-2-(thiazol-2-ylamino)ethyl)thio)-1,3,4-thiadiazol-2-yl)pyrrolidine-3-carboxamide	-	PUBCHEM	16832490	C19H18N6O4S3	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike or ACE2 binding undetermined. Authors identified SARS-CoV-2 (WT) Spike inhibitors using experimental ACE2 Inhibition TR-FRET Assay, high throughput Screening and Molecular Dynamic Simulation (MDS).	-
33118	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Iqbal S (2023)	37627846	238898	9941	F0470-0003	3-(2-CHLOROPHENYL)-5-METHYL-N-(5-((2-OXO-2-(THIAZOL-2-YLAMINO)ETHYL)THIO)-1,3,4-THIADIAZOL-2-YL)ISOXAZOLE-4-CARBOXAMIDE|AKOS002046982|391868-57-8|ZINC16977044|3-(2-CHLOROPHENYL)-5-METHYL-N-(5-{[2-OXO-2-(1,3-THIAZOL-2-YLAMINO)ETHYL]THIO}-1,3,4-THIADIAZOL-2-YL)ISOXAZOLE-4-CARBOXAMIDE|3-(2-CHLOROPHENYL)-5-METHYL-N-[5-({[(1,3-THIAZOL-2-YL)CARBAMOYL]METHYL}SULFANYL)-1,3,4-THIADIAZOL-2-YL]-1,2-OXAZOLE-4-CARBOXAMIDE|F0470-0003|OPREA1_347251|3-(2-CHLOROPHENYL)-5-METHYL-N-[5-[2-OXO-2-(1,3-THIAZOL-2-YLAMINO)ETHYL]SULFANYL-1,3,4-THIADIAZOL-2-YL]-1,2-OXAZOLE-4-CARBOXAMIDE|3-(2-chlorophenyl)-5-methyl-N-(5-((2-oxo-2-(thiazol-2-ylamino)ethyl)thio)-1,3,4-thiadiazol-2-yl)isoxazole-4-carboxamide	-	PUBCHEM	4564796	C18H13ClN6O3S3	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike or ACE2 binding undetermined. Authors identified SARS-CoV-2 (WT) Spike inhibitors using experimental ACE2 Inhibition TR-FRET Assay, high throughput Screening and Molecular Dynamic Simulation (MDS).	-
33119	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Kato Y (2021)	888800000233	227570	1230	Clomipramine	Clomipraminum|3-Chloroimipramine|Monochlorimipramine|3-(3-chloro-10,11-dihydro-5H-Dibenzo[b,F]azepin-5-yl)-N,N-dimethyl-1-propanamine|Clomipramine|Clomipramina|g 34586|Chlorimipramine|3-(3-CHLORO-5H-dibenzo[b,F]azepin-5-yl)-N,N-dimethylpropan-1-amine	gen-clomipramine - tab 50mg|pm	DRUGBANK	DB01242	C19H23ClN2	small molecule	N06AA04	303-49-1	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike binding (computational)	GDLIGKIOYRNHDA-UHFFFAOYSA-N
33120	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Srinivasan V (2022)	35953531	238809	9983	4-(2-hydroxyethyl)phenol	Tyrosol|Benzeneethanol, 4-hydroxy-|4-Hydroxyphenylethanol|4-(2-Hydroxyethyl)phenol|p-Hydroxyphenethyl alcohol|2-(4-Hydroxyphenyl)ethanol|4-Hydroxyphenethyl alcohol|4-Hydroxyphenylethyl alcohol|b-(4-Hydroxyphenyl)ethanol|b-(p-Hydroxyphenyl)ethanol|beta-(4-Hydroxyphenyl)ethanol|beta-(p-Hydroxyphenyl)ethanol|4-(2-Hydroxyethyl)benzolol|2-(4-Hydroxyphenyl)ethan-1-ol|phenethyl alcohol, 4-hydroxy-|p-Hydroxyphenylethanol|Ethanol, 2-(4-hydroxyphenyl)-|4-hydroxy-Benzeneethanol|UNII-1AK4MU3SNX|p-HPEA|1AK4MU3SNX	-	CHEMSPIDER	9964	C8H10O2	small molecule	-	501-94-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	YCCILVSKPBXVIP-UHFFFAOYSA-N
33121	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Srinivasan V (2022)	35953531	238809	9953	Methyl 3,4-dihydroxybenzoate	Methyl 3,4-dihydroxybenzoate|Protocatechuic acid, methyl ester|Benzoic acid, 3,4-dihydroxy-, methyl ester|methyl esterprotocatechuic acid	-	CHEMSPIDER	253113	C8H8O4	small molecule	-	2150-43-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	CUFLZUDASVUNOE-UHFFFAOYSA-N
33122	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Grosse M (2022)	35891385	238812	8389	PR-619	2,6-diamino-5-(cyanothio)pyridin-3-yl thiocyanate|2,6-Diamino-3,5-pyridinediyl bis(thiocyanate)|Thiocyanic acid, 2,6-diamino-3,5-pyridinediyl ester	-	CHEMSPIDER	2096054	C7H5N5S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	ZXOBLNBVNROVLC-UHFFFAOYSA-N
33123	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Grosse M (2022)	35891385	238812	8385	HBX 41,108	7-Chloro-9-oxo-9H-indeno[1,2-b]pyrazine-2,3-dicarbonitrile|9H-Indeno[1,2-b]pyrazine-2,3-dicarbonitrile, 7-chloro-9-oxo-	-	CHEMSPIDER	17225370	C13H3ClN4O	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	BIGPXXAUSQLTQR-UHFFFAOYSA-N
33124	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Zou Z (2022)	35866602	238813	9970	Parthenolide	Parthenolide|(1aR,4E,7aS,10aS,10bR)-1a,5-dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one|Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one, 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-, (1aR,4E,7aS,10aS,10bR)-|(-)-Parthenolide|(1aR,4E,7aS,10aS,10bR)-1a,5-Dimethyl-8-methylene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one	-	CHEMSPIDER	4976071	C15H20O3	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	KTEXNACQROZXEV-PVLRGYAZSA-N
33125	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Ma C (2021)	34341772	227572	10346	Jun9-72-2	Phenol, 4-[[methyl[(1R)-1-(1-naphthalenyl)ethyl]amino]methyl]-|4-({Methyl[(1R)-1-(1-naphthyl)ethyl]amino}methyl)phenol	-	CHEMSPIDER	115285268	C20H21NO	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	QFTKMDZKABQMHI-OAHLLOKOSA-N
33126	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Shan H (2021)	33979649	239606	9942	GTPL11543	N-{3-FLUORO-5-[({1-[(1R)-1-(NAPHTHALEN-1-YL)ETHYL]PIPERIDIN-4-YL}FORMAMIDO)METHYL]PHENYL}-4-METHYLPIPERAZINE-1-CARBOXAMIDE|GTPL11543|COMPOUND 19 [PMID: 33979649]|N-{3-fluoro-5-[({1-[(1R)-1-(naphthalen-1-yl)ethyl]piperidin-4-yl}formamido)methyl]phenyl}-4-methylpiperazine-1-carboxamide	-	PUBCHEM	155925847	C31H38FN5O2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	-
33127	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	9975	Asunaprevir	1,1-dimethylethyl [(1S)-1-{[(2S,4R)-4-(7-chloro-4methoxyisoquinolin-1-yloxy)-2-({(1R,2S)-1-[(cyclopropylsulfonyl)carbamoyl]-2-ethenylcyclopropyl}carbamoyl)pyrrolidin-1-yl]carbonyl}-2,2-dimethylpropyl]carbamate|Asunaprevir|Cyclopropanecarboxamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-(4R)-4-[(7-chloro-4-methoxy-1-isoquinolinyl)oxy]-L-prolyl-1-amino-N-(cyclopropylsulfonyl)-2-ethenyl-, (1R,2S)-|3-Methyl-N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl-(4R)-4-[(7-chloro-4-methoxy-1-isoquinolinyl)oxy]-N-{(1R,2S)-1-[(cyclopropylsulfonyl)carbamoyl]-2-vinylcyclopropyl}-L-prolinamide|L-Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-4-[(7-chloro-4-methoxy-1-isoquinolinyl)oxy]-N-[(1R,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-, (4R)-|UNII-S9X0KRJ00S|S9X0KRJ00S	-	CHEMSPIDER	17235944	C35H46ClN5O9S	small molecule	-	630420-16-5	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	XRWSZZJLZRKHHD-WVWIJVSJSA-N
33128	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	5547	Simeprevir	-	galexos|olysio	DRUGBANK	DB06290	C38H47N5O7S2	small molecule	J05AE14	923604-59-5	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	JTZZSQYMACOLNN-VDWJNHBNSA-N
33129	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	9976	Vaniprevir	Vaniprevir|Vaniprevirum|CV3X74AO1H	-	CHEMSPIDER	28475381	C38H55N5O9S	small molecule	-	923590-37-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	KUQWGLQLLVFLSM-ONAXAZCASA-N
33130	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	9965	Narlaprevir	Narlaprevir|2857LA2O07	-	CHEMSPIDER	10031710	C36H61N5O7S	small molecule	-	865466-24-6	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	RICZEKWVNZFTNZ-LFGITCQGSA-N
33131	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	8249	Grazoprevir	(1aR,5S,8S,10R,22aR)-5-tert-butyl-N-{(1R,2S)-1-[(cyclopropanesulfonyl)carbamoyl]-2-ethenylcyclopropyl}-14-methoxy-3,6-dioxo-1,1a,3,4,5,6,9,10,18,19,20,21,22,22a-tetradecahydro-8H-7,10-methanocyclopropa[18,19][1,10,3,6]dioxadiazacyclononadecino[11,12-b]quinoxaline-8-carboxamide|Grazoprevir|Grazoprevir anhydrous	zepatier	DRUGBANK	DB11575	C38H50N6O9S	small molecule	-	1350514-68-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	OBMNJSNZOWALQB-NCQNOWPTSA-N
33132	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	7617	Boceprevir	Victrelis|SCH 503034	victrelis triple|victrelis	DRUGBANK	DB08873	C27H45N5O5	small molecule	J05AE12	394730-60-0	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	LHHCSNFAOIFYRV-DOVBMPENSA-N
33133	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	5272	Telaprevir	(1S,3AR,6as)-(2S)-2-cyclohexyl-N-(pyrazinylcarbonyl)glycyl-3-methyl-L-valyl-N-((1S)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide|MP-424|VX 950|Incivek|VX-950	incivek	DRUGBANK	DB05521	C36H53N7O6	small molecule	J05AE11	402957-28-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	BBAWEDCPNXPBQM-GDEBMMAJSA-N
33134	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	8041	Paritaprevir	(2R,6S,12Z,13aR,14aR,16aS)-N-(cyclopropanesulfonyl)-6-[(5-methylpyrazine-2-carbonyl)amino]-5,16-dioxo-2-[(phenanthridin-6-yl)oxy]-1,2,3,6,7,8,9,10,11,13a,14,15,16,16a-tetradecahydrocyclopropa[e]pyrrolo[1,2-a][1,4]diazacyclopentadecine-14a(5H)-carboxamide|Veruprevir	technivie|viekira pak|holkira 	DRUGBANK	DB09297	C40H43N7O7S	small molecule	J05AX67|J05AX66	1216941-48-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	UAUIUKWPKRJZJV-MDJGTQRPSA-N
33135	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	8249	Grazoprevir	(1aR,5S,8S,10R,22aR)-5-tert-butyl-N-{(1R,2S)-1-[(cyclopropanesulfonyl)carbamoyl]-2-ethenylcyclopropyl}-14-methoxy-3,6-dioxo-1,1a,3,4,5,6,9,10,18,19,20,21,22,22a-tetradecahydro-8H-7,10-methanocyclopropa[18,19][1,10,3,6]dioxadiazacyclononadecino[11,12-b]quinoxaline-8-carboxamide|Grazoprevir|Grazoprevir anhydrous	zepatier	DRUGBANK	DB11575	C38H50N6O9S	small molecule	-	1350514-68-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	OBMNJSNZOWALQB-NCQNOWPTSA-N
33136	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	5547	Simeprevir	-	galexos|olysio	DRUGBANK	DB06290	C38H47N5O7S2	small molecule	J05AE14	923604-59-5	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	JTZZSQYMACOLNN-VDWJNHBNSA-N
33137	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Bafna K (2021)	33984267	239607	9976	Vaniprevir	Vaniprevir|Vaniprevirum|CV3X74AO1H	-	CHEMSPIDER	28475381	C38H55N5O9S	small molecule	-	923590-37-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	KUQWGLQLLVFLSM-ONAXAZCASA-N
33138	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Drayman N (2021)	34285133	239608	9977	Masitinib	Benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-thiazolyl]amino]phenyl]-|4-[(4-Methylpiperazin-1-yl)methyl]-N-(4-methyl-3-{[4-(pyridin-3-yl)-1,3-thiazol-2-yl]amino}phenyl)benzamide|Masitinib|N-(4-methyl-3-{[4-(pyridin-3-yl)-1,3-thiazol-2-yl]amino}phenyl)-4-[(4-methylpiperazin-1-yl)methyl]benzamide|4-[(4-Methyl-1-piperazinyl)methyl]-N-(4-methyl-3-{[4-(3-pyridinyl)-1,3-thiazol-2-yl]amino}phenyl)benzamide	-	CHEMSPIDER	8250179	C28H30N6OS	small molecule	-	790299-79-5	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	WJEOLQLKVOPQFV-UHFFFAOYSA-N
33139	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Logan A (2022)	888800000762	238022	9936	LMW-DS	Ibsolvmir|Dextran sulfate sodium	-	PUBCHEM	440234653	-	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike or ACE2 binding undetermined; Delta, omicron and wuhan variant tested	-
